THE QUICK DOG JUMPED OVER
YELLOW LIGHT FILLED THE CABIN
ORANGE FLAME BURNED IN LANTERN
THICK JUNGLE HID THE TEMPLE
YELLOW PARROT PERCHED ON BRANCH
THE EXPLORER MAPPED NEW LAND
A BRIGHT JEWEL CAUGHT LIGHT
THICK VINE TANGLED THE PATH
ORANGE FLOWER BLOOMED IN HEAT
YELLOW GOLD DECORATED TOMB
THE PHARAOH RULED LONG AGO
A DEEP RIVER CARVED CANYON
